"","variable","model","experiment","value","sd"
"584","rsut","CESM1","shp_ind_shift",0.202857981638192,0.0905711217522413
"585","rsut","E3SM","shp_ind_shift",0.0253082757678328,0.0605657351032355
"586","rsut","GFDL-ESM4","shp_ind_shift",0.0881309375611181,0.0711481760223047
"587","rsut","GISS-E2.1","shp_ind_shift",0.0325995520363676,0.0464089067695116
"588","rsut","NorESM2","shp_ind_shift",0.0547147076412813,0.0711344095192878
"589","rsutcs","CAM-ATRAS","shp_ind_shift",0.0125322719214424,0.00655199762697309
"590","rsutcs","CESM1","shp_ind_shift",0.0273188753867572,0.0103053498699198
"591","rsutcs","E3SM","shp_ind_shift",0.0155326054228624,0.00328062729101522
"592","rsutcs","GFDL-ESM4","shp_ind_shift",-0.0114702259269919,0.0199049644034748
"593","rsutcs","GISS-E2.1","shp_ind_shift",0.0450339194930962,0.00731401580505926
"594","rsutcs","NorESM2","shp_ind_shift",0.00995177414842061,0.00873640983154788
"595","so2","CAM-ATRAS","shp_ind_shift",-2.48744826442348e-11,8.73167396600739e-13
"596","so2","CESM1","shp_ind_shift",-2.65869782838863e-11,9.35965749825966e-13
"597","so2","GFDL-ESM4","shp_ind_shift",-2.00694335047186e-11,1.26329066945464e-12
"598","so2","GISS-E2.1","shp_ind_shift",-1.30765261406503e-11,6.02290327569058e-13
"599","so2","NorESM2","shp_ind_shift",-1.54962373571007e-11,1.40219513711389e-12
"600","wetbc","CAM-ATRAS","shp_ind_shift",5.77080354959896e-17,4.52238377686415e-16
"601","wetbc","CESM1","shp_ind_shift",-8.72015234289606e-16,1.09767927803936e-15
"602","wetbc","E3SM","shp_ind_shift",3.15054157372987e-16,3.77111318180772e-16
"603","wetbc","GFDL-ESM4","shp_ind_shift",-2.40920410528287e-16,6.02748665395116e-16
"604","wetbc","GISS-E2.1","shp_ind_shift",9.17042596025864e-17,1.98097581927663e-16
"605","wetbc","NorESM2","shp_ind_shift",-4.96937105492632e-16,7.70333339126061e-16
"606","wetso2","CAM-ATRAS","shp_ind_shift",-4.82352563749486e-14,3.48662817399364e-15
"607","wetso2","GFDL-ESM4","shp_ind_shift",-7.17648662144246e-14,5.68235916334442e-15
"608","wetso2","NorESM2","shp_ind_shift",-5.76656190650505e-14,5.01172162969157e-15
"609","wetso4","CAM-ATRAS","shp_ind_shift",-2.51733648081118e-13,2.30086487056746e-14
"610","wetso4","CESM1","shp_ind_shift",-2.2036071977765e-13,1.59730182897506e-14
"611","wetso4","E3SM","shp_ind_shift",-1.1660581381147e-13,6.02367629490491e-15
"612","wetso4","GISS-E2.1","shp_ind_shift",-2.0292865910739e-13,1.01275794311028e-14
"613","wetso4","NorESM2","shp_ind_shift",-8.55946533532104e-14,1.71487996390372e-14
"614","cl","CAM-ATRAS","shp_atl_shift_1950",0.00413050075455548,0.00966342225393188
"615","cl","CESM1","shp_atl_shift_1950",0.0245672827049495,0.00862626827154575
"616","cl","GISS-E2.1","shp_atl_shift_1950",0.00388115111783947,0.0320876395670636
"617","clivi","CAM-ATRAS","shp_atl_shift_1950",1.62734033447437e-06,6.78076278829347e-06
"618","clivi","CESM1","shp_atl_shift_1950",6.01494636754478e-05,1.47903599740676e-05
"619","clivi","E3SM","shp_atl_shift_1950",-1.6633447836898e-06,1.45624824561286e-05
"620","clivi","GFDL-ESM4","shp_atl_shift_1950",3.15631963576979e-05,2.91229288902627e-05
"621","clivi","GISS-E2.1","shp_atl_shift_1950",-5.91827944679935e-05,0.000593222362044195
"622","clivi","NorESM2","shp_atl_shift_1950",1.67012419704373e-05,7.13092898735293e-05
"623","clt","CAM-ATRAS","shp_atl_shift_1950",0.0264221080900398,0.051160398836491
"624","clt","CESM1","shp_atl_shift_1950",0.0190864728558495,0.0985258537733833
"625","clt","E3SM","shp_atl_shift_1950",-0.00556383937680778,0.0423886804143373
"626","clt","GISS-E2.1","shp_atl_shift_1950",0.00287087247876485,0.0462252736107462
"627","clt","NorESM2","shp_atl_shift_1950",0.0303790835005287,0.0879882467554056
"628","cltc","GFDL-ESM4","shp_atl_shift_1950",5.61789352005571e-05,0.000725993821148978
"629","cltc","GISS-E2.1","shp_atl_shift_1950",0.00834156291705046,0.0125064116941492
"630","dms","CAM-ATRAS","shp_atl_shift_1950",4.88212831963785e-14,1.53489055411067e-13
"631","dms","CESM1","shp_atl_shift_1950",0,0
"632","dms","GISS-E2.1","shp_atl_shift_1950",3.03426183280587e-14,1.31091505491248e-13
"633","dms","NorESM2","shp_atl_shift_1950",1.08231610914922e-14,4.02280829095275e-14
"634","drybc","CAM-ATRAS","shp_atl_shift_1950",9.46006243763552e-18,1.85887735371404e-17
"635","drybc","CESM1","shp_atl_shift_1950",-4.70459083405036e-17,6.43828821427734e-17
"636","drybc","E3SM","shp_atl_shift_1950",-5.69913579074897e-17,5.57921742720275e-17
"637","drybc","GFDL-ESM4","shp_atl_shift_1950",-1.97031937223503e-17,8.89506143806174e-17
"638","drybc","GISS-E2.1","shp_atl_shift_1950",-3.07544670438407e-18,5.20085323766406e-17
"639","drybc","NorESM2","shp_atl_shift_1950",-6.42139273468576e-18,5.07511154358507e-17
"640","dryso2","CAM-ATRAS","shp_atl_shift_1950",1.3410767819757e-13,5.51067403302089e-15
"641","dryso2","E3SM","shp_atl_shift_1950",2.01084188749407e-13,7.06498409161975e-15
"642","dryso2","GFDL-ESM4","shp_atl_shift_1950",1.50940674502408e-15,4.33051441214588e-16
"643","dryso2","GISS-E2.1","shp_atl_shift_1950",2.65741411152978e-13,2.58065295202081e-15
"644","dryso2","NorESM2","shp_atl_shift_1950",2.95882989285318e-13,2.04777702556666e-14
"645","dryso4","CAM-ATRAS","shp_atl_shift_1950",4.67681234637213e-14,2.67084421565308e-15
"646","dryso4","CESM1","shp_atl_shift_1950",3.99906596901065e-14,2.60470114058825e-15
"647","dryso4","E3SM","shp_atl_shift_1950",3.38663624389615e-14,1.17341485823246e-15
"648","dryso4","GISS-E2.1","shp_atl_shift_1950",2.37923106138381e-14,1.32651170885949e-15
"649","dryso4","NorESM2","shp_atl_shift_1950",2.0537487387777e-14,1.6960242799976e-15
"650","emibc","CAM-ATRAS","shp_atl_shift_1950",5.86623967097965e-22,3.4737298979026e-21
"651","emibc","CESM1","shp_atl_shift_1950",4.34979070905441e-21,1.05930021434576e-20
"652","emibc","E3SM","shp_atl_shift_1950",-8.28851998027557e-22,4.06594652463595e-21
"653","emibc","GFDL-ESM4","shp_atl_shift_1950",-1.10470484638896e-21,4.88579350825965e-21
"654","emibc","GISS-E2.1","shp_atl_shift_1950",0,0
"655","emibc","NorESM2","shp_atl_shift_1950",4.72957857545334e-22,1.04211020309569e-21
"656","emiso2","CAM-ATRAS","shp_atl_shift_1950",3.90447753857771e-13,1.32831309396001e-14
"657","emiso2","CESM1","shp_atl_shift_1950",3.8335352926731e-13,1.30559586636429e-14
"658","emiso2","E3SM","shp_atl_shift_1950",4.04037191017336e-13,1.37607441447852e-14
"659","emiso2","GFDL-ESM4","shp_atl_shift_1950",1.74963512095673e-16,1.2863611069718e-17
"660","emiso2","GISS-E2.1","shp_atl_shift_1950",3.66812647266211e-13,0
"661","emiso2","NorESM2","shp_atl_shift_1950",4.09557578516523e-13,2.99893792983107e-14
"662","loadbc","CAM-ATRAS","shp_atl_shift_1950",-1.48849530721084e-10,2.52080560142725e-10
"663","loadbc","E3SM","shp_atl_shift_1950",3.90419815588758e-11,2.71064659265539e-10
"664","loadbc","NorESM2","shp_atl_shift_1950",1.6695761847348e-10,3.70133833399001e-10
"665","loadso2","CAM-ATRAS","shp_atl_shift_1950",2.00186998519824e-08,1.01869062993253e-09
"666","loadso2","CESM1","shp_atl_shift_1950",-1.48901855926287e-08,2.84864293454245e-09
"667","loadso2","E3SM","shp_atl_shift_1950",2.50046796392042e-08,5.99942425946692e-10
"668","loadso2","GISS-E2.1","shp_atl_shift_1950",1.59257823746344e-08,7.06651446907898e-10
"669","loadso2","NorESM2","shp_atl_shift_1950",9.65697757172033e-09,9.4271872722928e-10
"670","loadso4","CAM-ATRAS","shp_atl_shift_1950",5.23642213787486e-08,6.1607041696033e-09
"671","loadso4","E3SM","shp_atl_shift_1950",3.88005910875187e-08,1.4945094705329e-09
"672","loadso4","GFDL-ESM4","shp_atl_shift_1950",3.75607874032694e-09,4.09434386225814e-09
"673","loadso4","GISS-E2.1","shp_atl_shift_1950",2.64271862643613e-08,3.34104447682427e-09
"674","loadso4","NorESM2","shp_atl_shift_1950",2.24669869970062e-08,3.91863161516617e-09
"675","mmrbc","CAM-ATRAS","shp_atl_shift_1950",-3.92830410451418e-15,4.97023628571285e-14
"676","mmrbc","CESM1","shp_atl_shift_1950",8.49127093209783e-15,6.29323631441066e-14
"677","mmrbc","GISS-E2.1","shp_atl_shift_1950",-4.67534534941409e-15,4.58213523119964e-14
"678","mmrbc","NorESM2","shp_atl_shift_1950",1.91620307414882e-14,5.22149253951858e-14
"679","mmrso4","CAM-ATRAS","shp_atl_shift_1950",3.20194589065713e-11,2.4206018974428e-12
"680","mmrso4","CESM1","shp_atl_shift_1950",-1.21607648329482e-11,1.30760303914859e-12
"681","mmrso4","GISS-E2.1","shp_atl_shift_1950",2.05882381757363e-11,1.24112494079319e-12
"682","mmrso4","NorESM2","shp_atl_shift_1950",1.19358258984964e-11,1.10980966047415e-12
"683","od550aer","CAM-ATRAS","shp_atl_shift_1950",0.000263713058855469,0.000169401897935231
"684","od550aer","CESM1","shp_atl_shift_1950",0.000330007875691501,0.000324730656294311
"685","od550aer","E3SM","shp_atl_shift_1950",0.000445997768992212,7.27536924091576e-05
"686","od550aer","GFDL-ESM4","shp_atl_shift_1950",5.19234833376653e-05,0.000137908959164542
"687","od550aer","GISS-E2.1","shp_atl_shift_1950",0.00106122862597204,0.000162869013471899
"688","rlut","CAM-ATRAS","shp_atl_shift_1950",0.0174967521202689,0.022490189906765
"689","rlut","CESM1","shp_atl_shift_1950",0.0980117197682205,0.0487675862047756
"690","rlut","E3SM","shp_atl_shift_1950",-0.000395340481230733,0.0218625917078406
"691","rlut","GFDL-ESM4","shp_atl_shift_1950",-0.0452341562276445,0.0196967942539736
"692","rlut","GISS-E2.1","shp_atl_shift_1950",0.00912245864578836,0.016715621997205
"693","rlut","NorESM2","shp_atl_shift_1950",0.0423705623634362,0.129747438639929
"694","rlutcs","CAM-ATRAS","shp_atl_shift_1950",0.0046826015760189,0.00606429260621399
"695","rlutcs","CESM1","shp_atl_shift_1950",0.00858225579504506,0.0188422024404513
"696","rlutcs","E3SM","shp_atl_shift_1950",-0.00455640979282634,0.0103334227449972
"697","rlutcs","GFDL-ESM4","shp_atl_shift_1950",-0.0371817216288548,0.0148748638955297
"698","rlutcs","GISS-E2.1","shp_atl_shift_1950",0.00137771122084587,0.0100928257039814
"699","rlutcs","NorESM2","shp_atl_shift_1950",0.0045465601781757,0.0252754017168087
"700","rsdt","CAM-ATRAS","shp_atl_shift_1950",2.49303195687389e-07,5.13436877140569e-07
"701","rsdt","CESM1","shp_atl_shift_1950",0,0
"702","rsdt","E3SM","shp_atl_shift_1950",0,0
"703","rsdt","GFDL-ESM4","shp_atl_shift_1950",0,0
"704","rsdt","GISS-E2.1","shp_atl_shift_1950",0,0
"705","rsdt","NorESM2","shp_atl_shift_1950",-2.84469479083782e-08,1.36878979244029e-07
"706","rsut","CAM-ATRAS","shp_atl_shift_1950",-0.137693844243813,0.0669577222002421
"707","rsut","CESM1","shp_atl_shift_1950",-0.151738934592578,0.0784094310873159
"708","rsut","E3SM","shp_atl_shift_1950",-0.0253003072287356,0.0370719929006892
"709","rsut","GFDL-ESM4","shp_atl_shift_1950",-0.00994002956251165,0.0182809559924323
"710","rsut","GISS-E2.1","shp_atl_shift_1950",-0.0667199619691388,0.0605380081117549
"711","rsut","NorESM2","shp_atl_shift_1950",-0.0518148068139851,0.122636510044294
"712","rsutcs","CAM-ATRAS","shp_atl_shift_1950",-0.00979841043395879,0.00590969729900435
"713","rsutcs","CESM1","shp_atl_shift_1950",-0.0103898364931666,0.0078933671086899
"714","rsutcs","E3SM","shp_atl_shift_1950",-0.0121319928296685,0.00232772361084096
"715","rsutcs","GFDL-ESM4","shp_atl_shift_1950",-0.00466778255741644,0.0252287323360229
"716","rsutcs","GISS-E2.1","shp_atl_shift_1950",-0.0316687044829322,0.00542489962243686
"717","rsutcs","NorESM2","shp_atl_shift_1950",-0.00382320062032022,0.0132853803203803
"718","so2","CAM-ATRAS","shp_atl_shift_1950",1.91631871788588e-11,1.10541882668369e-12
"719","so2","CESM1","shp_atl_shift_1950",-1.14736688697867e-11,7.353536118169e-13
"720","so2","GISS-E2.1","shp_atl_shift_1950",1.08961421779603e-11,1.82392058044625e-13
"721","so2","NorESM2","shp_atl_shift_1950",1.29814646081555e-11,9.85301907757041e-13
"722","srfdms","E3SM","shp_atl_shift_1950",1.0459694290863e-14,2.67559019342484e-14
"723","wetbc","CAM-ATRAS","shp_atl_shift_1950",2.71762860602033e-16,4.73589283476488e-16
"724","wetbc","CESM1","shp_atl_shift_1950",5.04928340715007e-16,9.25151326596125e-16
"725","wetbc","E3SM","shp_atl_shift_1950",4.33923898521069e-16,2.36034823741853e-16
"726","wetbc","GFDL-ESM4","shp_atl_shift_1950",-8.06528404263262e-17,2.99472831457679e-16
"727","wetbc","GISS-E2.1","shp_atl_shift_1950",-9.78024423377901e-17,3.17992888317201e-16
"728","wetbc","NorESM2","shp_atl_shift_1950",4.78746437699274e-16,6.7626930928414e-16
"729","wetso2","CAM-ATRAS","shp_atl_shift_1950",3.20849033848719e-14,2.49063657346245e-15
"730","wetso2","GFDL-ESM4","shp_atl_shift_1950",2.32445713437536e-15,1.32962601103639e-15
"731","wetso2","NorESM2","shp_atl_shift_1950",4.86672282820246e-14,4.31114655743803e-15
"732","wetso4","CAM-ATRAS","shp_atl_shift_1950",2.16207112820313e-13,9.43373272849108e-15
"733","wetso4","CESM1","shp_atl_shift_1950",1.92615099513417e-13,1.38156346073562e-14
"734","wetso4","E3SM","shp_atl_shift_1950",1.04945403311142e-13,3.22954682413691e-15
"735","wetso4","GISS-E2.1","shp_atl_shift_1950",1.61479485813596e-13,4.47760103923609e-15
"736","wetso4","NorESM2","shp_atl_shift_1950",7.3813586389712e-14,8.03533728184062e-15
"737","cl","CAM-ATRAS","shp_ind_shift_1950",-0.00155244460989108,0.012939628433657
"738","cl","CESM1","shp_ind_shift_1950",0.0177522183095426,0.0131121878574105
"739","cl","GISS-E2.1","shp_ind_shift_1950",-0.00538626954999692,0.0157288121167545
"740","clivi","CAM-ATRAS","shp_ind_shift_1950",-2.03443512779497e-06,3.12917334832246e-06
"741","clivi","CESM1","shp_ind_shift_1950",-2.06795303139931e-05,2.6780658589431e-05
"742","clivi","E3SM","shp_ind_shift_1950",-1.80033273831023e-05,1.45057489402005e-05
"743","clivi","GFDL-ESM4","shp_ind_shift_1950",2.68902287537787e-05,0.000151215807801307
"744","clivi","GISS-E2.1","shp_ind_shift_1950",2.75677494073312e-05,0.000433953445434317
"745","clivi","NorESM2","shp_ind_shift_1950",2.8294194324224e-05,7.60805896681027e-05
"746","clt","CAM-ATRAS","shp_ind_shift_1950",0.0252274390725532,0.0337820340525438
"747","clt","CESM1","shp_ind_shift_1950",-0.031996187766191,0.0811713423784607
"748","clt","E3SM","shp_ind_shift_1950",0.00521361688710726,0.0312764104202214
"749","clt","GISS-E2.1","shp_ind_shift_1950",0.00476421945371897,0.0485442593085217
"750","clt","NorESM2","shp_ind_shift_1950",0.0463810466967502,0.118267990245656
"751","cltc","GFDL-ESM4","shp_ind_shift_1950",0.00104359913967809,0.00166120075082959
"752","cltc","GISS-E2.1","shp_ind_shift_1950",-0.00730448560348105,0.00852054202953539
"753","dms","CAM-ATRAS","shp_ind_shift_1950",-2.50392511322446e-14,1.14371970326192e-13
"754","dms","CESM1","shp_ind_shift_1950",0,0
"755","dms","GISS-E2.1","shp_ind_shift_1950",-5.256332798167e-14,5.4654232225355e-14
"756","dms","NorESM2","shp_ind_shift_1950",-5.89043189293047e-15,4.28542264734636e-14
"757","drybc","CAM-ATRAS","shp_ind_shift_1950",3.42458787306345e-18,3.65800288830235e-17
"758","drybc","CESM1","shp_ind_shift_1950",8.4540864230563e-17,1.05618498207957e-16
"759","drybc","E3SM","shp_ind_shift_1950",4.47422823181111e-17,7.01425533703324e-17
"760","drybc","GFDL-ESM4","shp_ind_shift_1950",1.28337252291436e-17,1.71417596945782e-16
"761","drybc","GISS-E2.1","shp_ind_shift_1950",1.36497782286077e-17,4.56059282170643e-17
"762","drybc","NorESM2","shp_ind_shift_1950",-2.04598340399899e-17,7.14543426927806e-17
"763","dryso2","CAM-ATRAS","shp_ind_shift_1950",-6.43086912366126e-14,3.36235041950616e-15
"764","dryso2","E3SM","shp_ind_shift_1950",-9.86512412368022e-14,4.36628199211123e-15
"765","dryso2","GFDL-ESM4","shp_ind_shift_1950",-9.52659644873307e-14,6.85848469436286e-15
"766","dryso2","GISS-E2.1","shp_ind_shift_1950",-1.39090084161697e-13,1.93111726209068e-15
"767","dryso2","NorESM2","shp_ind_shift_1950",-1.46965178525563e-13,1.01526743951408e-14
"768","dryso4","CAM-ATRAS","shp_ind_shift_1950",-2.25878857587017e-14,1.57359684855073e-15
"769","dryso4","CESM1","shp_ind_shift_1950",-1.92489701768298e-14,2.56283300116025e-15
"770","dryso4","E3SM","shp_ind_shift_1950",-1.67719234552963e-14,1.22824285322724e-15
"771","dryso4","GISS-E2.1","shp_ind_shift_1950",-1.13304121543081e-14,1.14068211250643e-15
"772","dryso4","NorESM2","shp_ind_shift_1950",-1.13453800684149e-14,2.31421585969918e-15
"773","emibc","CAM-ATRAS","shp_ind_shift_1950",-1.15681206141186e-22,3.32651817431006e-21
"774","emibc","CESM1","shp_ind_shift_1950",1.69810668492757e-21,5.01886380991047e-21
"775","emibc","E3SM","shp_ind_shift_1950",4.20504741530536e-22,2.59450733715094e-21
"776","emibc","GFDL-ESM4","shp_ind_shift_1950",-6.89660604588204e-21,6.33568545252427e-21
"777","emibc","GISS-E2.1","shp_ind_shift_1950",0,0
"778","emibc","NorESM2","shp_ind_shift_1950",2.35244317279785e-22,1.20180271727289e-21
"779","emiso2","CAM-ATRAS","shp_ind_shift_1950",-1.95223885378032e-13,6.64156553226903e-15
"780","emiso2","CESM1","shp_ind_shift_1950",-1.91564918092908e-13,6.52417718312321e-15
"781","emiso2","E3SM","shp_ind_shift_1950",-2.02560536447086e-13,6.89903900051145e-15
"782","emiso2","GFDL-ESM4","shp_ind_shift_1950",-2.16009462955844e-13,1.58780970579932e-14
"783","emiso2","GISS-E2.1","shp_ind_shift_1950",-1.83406253727469e-13,0
"784","emiso2","NorESM2","shp_ind_shift_1950",-2.04819712580826e-13,1.49976092790584e-14
"785","loadbc","CAM-ATRAS","shp_ind_shift_1950",-5.24424753396011e-11,1.54195379888353e-10
"786","loadbc","E3SM","shp_ind_shift_1950",1.42062148916454e-11,2.20962814232211e-10
"787","loadbc","NorESM2","shp_ind_shift_1950",1.02538030099435e-10,5.86245701526077e-10
"788","loadso2","CAM-ATRAS","shp_ind_shift_1950",-9.57128481696821e-09,8.46478233446943e-10
"789","loadso2","CESM1","shp_ind_shift_1950",-1.4883369132304e-08,2.82079029789208e-09
"790","loadso2","E3SM","shp_ind_shift_1950",-1.18329344715501e-08,8.93589441187415e-10
"791","loadso2","GISS-E2.1","shp_ind_shift_1950",-1.18071866183156e-08,1.87775091227413e-09
"792","loadso2","NorESM2","shp_ind_shift_1950",-4.04573343475816e-09,5.87763824399567e-10
"793","loadso4","CAM-ATRAS","shp_ind_shift_1950",-2.41948210833418e-08,4.43398218399217e-09
"794","loadso4","E3SM","shp_ind_shift_1950",-1.41596844193742e-08,2.63140432972753e-09
"795","loadso4","GFDL-ESM4","shp_ind_shift_1950",-1.43255944588422e-08,6.62826058717154e-09
"796","loadso4","GISS-E2.1","shp_ind_shift_1950",-1.07846618932633e-08,2.92077811898879e-09
"797","loadso4","NorESM2","shp_ind_shift_1950",-7.38761023734348e-09,3.6577012474941e-09
"798","mmrbc","CAM-ATRAS","shp_ind_shift_1950",-1.75408179599062e-14,4.04833424449325e-14
"799","mmrbc","CESM1","shp_ind_shift_1950",8.49127093209783e-15,6.29323631441066e-14
"800","mmrbc","GISS-E2.1","shp_ind_shift_1950",1.18915487633901e-14,3.89031700890386e-14
"801","mmrbc","NorESM2","shp_ind_shift_1950",-2.09762203318975e-14,5.60648640753386e-14
"802","mmrso4","CAM-ATRAS","shp_ind_shift_1950",-1.45523655991115e-11,1.09271250313888e-12
"803","mmrso4","CESM1","shp_ind_shift_1950",-1.21607648329482e-11,1.30760303914859e-12
"804","mmrso4","E3SM","shp_ind_shift_1950",-8.33857002081457e-12,7.63403321784803e-13
"805","mmrso4","GISS-E2.1","shp_ind_shift_1950",-9.60749073040031e-12,8.39870742174549e-13
"806","mmrso4","NorESM2","shp_ind_shift_1950",-6.12151410625596e-12,9.89630719812311e-13
"807","od550aer","CAM-ATRAS","shp_ind_shift_1950",-0.00016412928102823,0.000125097394628772
"808","od550aer","CESM1","shp_ind_shift_1950",-0.00038541624697242,0.000410998408116566
"809","od550aer","E3SM","shp_ind_shift_1950",-8.65798762485492e-05,0.000172557486698302
"810","od550aer","GFDL-ESM4","shp_ind_shift_1950",0.000132117692117678,0.000807427108338489
"811","od550aer","GISS-E2.1","shp_ind_shift_1950",-0.0005105140662715,8.20336883065006e-05
"812","rlut","CAM-ATRAS","shp_ind_shift_1950",-0.0011093803546828,0.0150235952272869
"813","rlut","CESM1","shp_ind_shift_1950",-0.0602611060072377,0.0559916029509994
"814","rlut","E3SM","shp_ind_shift_1950",-0.0129804272529441,0.0321799414980078
"815","rlut","GFDL-ESM4","shp_ind_shift_1950",-0.00119645307125893,0.0260685016736013
"816","rlut","GISS-E2.1","shp_ind_shift_1950",0.0162258465617526,0.0358119663218656
"817","rlut","NorESM2","shp_ind_shift_1950",0.0432661447403234,0.15662170041821
"818","rlutcs","CAM-ATRAS","shp_ind_shift_1950",-0.000655912801448721,0.00851871795542958
"819","rlutcs","CESM1","shp_ind_shift_1950",-0.0186082685807719,0.015371718379169
"820","rlutcs","E3SM","shp_ind_shift_1950",-0.00617760329457724,0.0149680084250738
"821","rlutcs","GFDL-ESM4","shp_ind_shift_1950",-0.00475960437798903,0.0103885477510425
"822","rlutcs","GISS-E2.1","shp_ind_shift_1950",0.00200830479046772,0.0105546405421034
"823","rlutcs","NorESM2","shp_ind_shift_1950",-0.00720309372040902,0.0291286065131143
"824","rsdt","CAM-ATRAS","shp_ind_shift_1950",1.61135426424153e-07,6.23103558529168e-07
"825","rsdt","CESM1","shp_ind_shift_1950",0,0
"826","rsdt","E3SM","shp_ind_shift_1950",0,0
"827","rsdt","GFDL-ESM4","shp_ind_shift_1950",0,0
"828","rsdt","GISS-E2.1","shp_ind_shift_1950",0,0
"829","rsdt","NorESM2","shp_ind_shift_1950",-1.06131733446091e-07,2.90486241781448e-07
"830","rsut","CAM-ATRAS","shp_ind_shift_1950",0.0191451435783989,0.0251852922558207
"831","rsut","CESM1","shp_ind_shift_1950",0.0526809512522533,0.0831776542879102
"832","rsut","E3SM","shp_ind_shift_1950",0.0301313503525421,0.0349643326691447
"833","rsut","GFDL-ESM4","shp_ind_shift_1950",-0.00712114269340418,0.0572880433927039
"834","rsut","GISS-E2.1","shp_ind_shift_1950",0.00658843836282017,0.0829758355188619
"835","rsut","NorESM2","shp_ind_shift_1950",0.00274961204981707,0.133574994230069
"836","rsutcs","CAM-ATRAS","shp_ind_shift_1950",0.00564716665126781,0.00376842227173179
"837","rsutcs","CESM1","shp_ind_shift_1950",0.0103360294063691,0.00968179361466944
"838","rsutcs","E3SM","shp_ind_shift_1950",0.00439217154840321,0.00490993354857073
"839","rsutcs","GFDL-ESM4","shp_ind_shift_1950",-0.00311734855448407,0.0206690125287652
"840","rsutcs","GISS-E2.1","shp_ind_shift_1950",0.0162181798782214,0.00320634349754738
"841","rsutcs","NorESM2","shp_ind_shift_1950",0.0083301579041148,0.012956835696198
"842","so2","CAM-ATRAS","shp_ind_shift_1950",-9.48250575383468e-12,5.84989639294448e-13
"843","so2","CESM1","shp_ind_shift_1950",-1.14736688697867e-11,7.353536118169e-13
"844","so2","GISS-E2.1","shp_ind_shift_1950",-5.70746714139659e-12,9.11351398956494e-14
"845","so2","NorESM2","shp_ind_shift_1950",-6.40748513678016e-12,4.97895153547093e-13
"846","srfdms","E3SM","shp_ind_shift_1950",1.80297013618369e-14,2.7346288206076e-14
"847","wetbc","CAM-ATRAS","shp_ind_shift_1950",-2.8832215207464e-17,5.9899323021876e-16
"848","wetbc","CESM1","shp_ind_shift_1950",-1.88347781212386e-17,1.32449477173672e-15
"849","wetbc","E3SM","shp_ind_shift_1950",-1.24298002329136e-16,4.52607868773737e-16
"850","wetbc","GFDL-ESM4","shp_ind_shift_1950",2.69937385923344e-16,1.15089089574031e-15
"851","wetbc","GISS-E2.1","shp_ind_shift_1950",1.92128553905607e-17,3.89015476794784e-16
"852","wetbc","NorESM2","shp_ind_shift_1950",1.0636278130302e-16,5.28432998035833e-16
"853","wetso2","CAM-ATRAS","shp_ind_shift_1950",-1.67620538191994e-14,1.33503725305307e-15
"854","wetso2","GFDL-ESM4","shp_ind_shift_1950",-2.20075536201954e-14,2.01349208795124e-15
"855","wetso2","NorESM2","shp_ind_shift_1950",-2.5105337219675e-14,1.8420209231096e-15
"856","wetso4","CAM-ATRAS","shp_ind_shift_1950",-1.1414558783458e-13,8.73620785428581e-15
"857","wetso4","CESM1","shp_ind_shift_1950",-8.86185623315677e-14,1.46137388967353e-14
"858","wetso4","E3SM","shp_ind_shift_1950",-4.6815139829379e-14,5.27383225967303e-15
"859","wetso4","GISS-E2.1","shp_ind_shift_1950",-7.21718178271537e-14,3.45566462259281e-15
"860","wetso4","NorESM2","shp_ind_shift_1950",-3.52106451866692e-14,3.47207719527107e-15
